"","Practice","Pres_Count_Allergies","Pres_Count_Asthma","Pres_Count_Diabetes"
"7466","Y00159",143,43,109
"7467","Y00164",54,33,61
"7468","Y00172",8,1,1
"7469","Y00175",4,3,2
"7470","Y00178",12,8,26
"7471","Y00182",18,2,5
"7472","Y00184",37,15,48
"7473","Y00185",44,20,72
"7474","Y00186",14,10,36
"7475","Y00189",42,18,43
"7476","Y00192",24,16,29
"7477","Y00195",4,3,5
"7478","Y00196",0,0,0
"7479","Y00198",53,24,60
"7480","Y00200",9,6,17
"7481","Y00203",11,4,8
"7482","Y00206",27,16,56
"7483","Y00208",6,0,0
"7484","Y00209",11,0,0
"7485","Y00212",25,17,36
"7486","Y00215",0,0,0
"7487","Y00217",1,0,0
"7488","Y00218",0,0,0
"7489","Y00219",1,0,0
"7490","Y00222",0,0,18
"7491","Y00228",34,12,52
"7492","Y00229",0,0,0
"7493","Y00230",0,1,0
"7494","Y00233",0,0,0
"7495","Y00234",13,6,8
"7496","Y00241",0,0,1
"7497","Y00243",11,12,9
"7498","Y00252",18,20,40
"7499","Y00253",0,0,0
"7500","Y00259",5,4,5
"7501","Y00260",20,19,39
"7502","Y00264",0,1,0
"7503","Y00265",44,16,55
"7504","Y00268",30,14,52
"7505","Y00271",0,2,1
"7506","Y00275",0,0,0
"7507","Y00278",29,27,59
"7508","Y00280",18,11,48
"7509","Y00286",37,20,52
"7510","Y00291",0,0,0
"7511","Y00293",23,21,54
"7512","Y00297",34,25,54
"7513","Y00301",5,2,2
"7514","Y00304",35,13,21
"7515","Y00305",0,0,4
"7516","Y00312",47,25,43
"7517","Y00313",1,0,0
"7518","Y00316",41,18,60
"7519","Y00327",11,5,6
"7520","Y00328",16,15,38
"7521","Y00329",0,0,0
"7522","Y00333",0,0,12
"7523","Y00334",0,0,4
"7524","Y00342",0,0,0
"7525","Y00344",12,2,16
"7526","Y00346",1,0,0
"7527","Y00347",33,29,52
"7528","Y00349",0,0,1
"7529","Y00350",0,0,0
"7530","Y00351",80,28,73
"7531","Y00352",34,14,50
"7532","Y00355",0,0,0
"7533","Y00364",0,0,0
"7534","Y00372",1,1,0
"7535","Y00373",0,0,0
"7536","Y00374",0,0,0
"7537","Y00384",4,12,11
"7538","Y00390",13,11,11
"7539","Y00399",29,24,53
"7540","Y00400",3,1,2
"7541","Y00401",4,2,3
"7542","Y00403",22,17,45
"7543","Y00408",13,5,4
"7544","Y00411",55,35,73
"7545","Y00412",88,19,67
"7546","Y00413",0,0,0
"7547","Y00415",17,8,12
"7548","Y00416",0,1,0
"7549","Y00417",20,20,31
"7550","Y00418",0,0,0
"7551","Y00419",0,0,0
"7552","Y00420",1,0,0
"7553","Y00427",0,1,0
"7554","Y00433",24,22,30
"7555","Y00434",5,5,5
"7556","Y00437",62,28,73
"7557","Y00438",1,3,9
"7558","Y00442",0,0,0
"7559","Y00445",77,40,83
"7560","Y00446",46,19,55
"7561","Y00448",0,0,34
"7562","Y00449",23,12,30
"7563","Y00454",14,8,24
"7564","Y00458",0,0,0
"7565","Y00459",4,2,1
"7566","Y00460",0,1,0
"7567","Y00469",68,45,69
"7568","Y00471",24,12,48
"7569","Y00475",56,26,51
"7570","Y00480",0,0,0
"7571","Y00481",1,0,1
"7572","Y00482",1,3,3
"7573","Y00483",10,6,9
"7574","Y00484",38,23,58
"7575","Y00486",49,22,74
"7576","Y00489",1,0,0
"7577","Y00490",0,0,0
"7578","Y00492",66,13,48
"7579","Y00502",15,7,7
"7580","Y00505",0,0,0
"7581","Y00507",15,15,34
"7582","Y00509",0,0,0
"7583","Y00511",0,0,0
"7584","Y00522",25,24,57
"7585","Y00527",28,13,35
"7586","Y00528",7,5,7
"7587","Y00529",6,1,1
"7588","Y00533",2,1,0
"7589","Y00534",5,4,4
"7590","Y00535",0,0,0
"7591","Y00539",3,1,1
"7592","Y00540",6,1,2
"7593","Y00542",65,15,67
"7594","Y00549",1,0,0
"7595","Y00550",8,2,0
"7596","Y00554",0,0,0
"7597","Y00556",0,0,0
"7598","Y00560",27,18,48
"7599","Y00561",21,10,28
"7600","Y00562",0,0,0
"7601","Y00568",19,12,30
"7602","Y00570",4,0,0
"7603","Y00572",2,1,1
"7604","Y00580",8,3,5
"7605","Y00581",1,0,0
"7606","Y00587",9,7,7
"7607","Y00589",15,20,57
"7608","Y00592",82,36,72
"7609","Y00597",16,17,20
"7610","Y00599",9,7,10
"7611","Y00605",5,2,2
"7612","Y00610",0,1,0
"7613","Y00612",28,16,46
"7614","Y00617",14,7,8
"7615","Y00618",0,0,0
"7616","Y00620",0,0,0
"7617","Y00623",16,8,17
"7618","Y00624",0,0,0
"7619","Y00626",12,11,8
"7620","Y00627",0,0,0
"7621","Y00630",1,0,0
"7622","Y00631",0,0,0
"7623","Y00635",0,0,3
"7624","Y00641",0,0,0
"7625","Y00643",0,0,0
"7626","Y00644",2,1,0
"7627","Y00647",12,4,2
"7628","Y00650",8,3,1
"7629","Y00656",7,3,14
"7630","Y00658",23,9,16
"7631","Y00661",5,6,13
"7632","Y00672",18,12,26
"7633","Y00673",1,0,0
"7634","Y00674",1,0,0
"7635","Y00675",5,2,1
"7636","Y00681",6,8,10
"7637","Y00683",21,25,35
"7638","Y00687",0,0,0
"7639","Y00688",6,5,6
"7640","Y00693",0,0,0
"7641","Y00694",6,1,4
"7642","Y00697",2,0,0
"7643","Y00698",0,0,0
"7644","Y00700",2,4,2
"7645","Y00701",9,4,4
"7646","Y00705",14,7,4
"7647","Y00707",10,3,0
"7648","Y00710",0,0,0
"7649","Y00726",34,27,48
"7650","Y00729",2,2,6
"7651","Y00732",6,3,2
"7652","Y00737",12,9,11
"7653","Y00738",1,0,0
"7654","Y00741",10,6,8
"7655","Y00747",5,0,0
"7656","Y00748",0,0,0
"7657","Y00751",13,7,10
"7658","Y00752",6,2,5
"7659","Y00753",8,2,0
"7660","Y00754",8,7,7
"7661","Y00755",0,1,0
"7662","Y00758",28,15,47
"7663","Y00761",0,0,0
"7664","Y00762",3,0,0
"7665","Y00768",0,3,0
"7666","Y00770",3,0,0
"7667","Y00772",0,0,0
"7668","Y00774",29,29,73
"7669","Y00776",9,5,10
"7670","Y00780",0,0,0
"7671","Y00781",26,7,24
"7672","Y00782",0,1,2
"7673","Y00783",4,2,2
"7674","Y00784",0,0,0
"7675","Y00799",0,0,0
"7676","Y00804",0,0,0
"7677","Y00805",0,0,8
"7678","Y00806",0,1,0
"7679","Y00807",11,5,8
"7680","Y00808",2,0,0
"7681","Y00809",8,4,7
"7682","Y00812",1,0,0
"7683","Y00814",10,2,4
"7684","Y00819",2,0,0
"7685","Y00820",0,0,0
"7686","Y00822",0,0,0
"7687","Y00824",12,5,9
"7688","Y00825",11,10,17
"7689","Y00827",4,4,3
"7690","Y00828",2,0,0
"7691","Y00833",4,1,0
"7692","Y00835",0,0,0
"7693","Y00836",0,0,0
"7694","Y00839",0,0,0
"7695","Y00840",0,0,0
"7696","Y00848",1,1,0
"7697","Y00857",4,0,0
"7698","Y00860",20,9,15
"7699","Y00862",19,4,6
"7700","Y00864",1,0,0
"7701","Y00866",2,0,0
"7702","Y00868",4,4,8
"7703","Y00879",0,1,0
"7704","Y00881",0,0,0
"7705","Y00882",0,0,0
"7706","Y00886",0,0,0
"7707","Y00890",0,0,0
"7708","Y00896",0,0,0
"7709","Y00898",0,1,0
"7710","Y00902",31,16,42
"7711","Y00904",18,9,6
"7712","Y00908",0,0,0
"7713","Y00910",0,0,0
"7714","Y00911",24,26,39
"7715","Y00912",19,21,39
"7716","Y00913",0,0,0
"7717","Y00914",0,0,0
"7718","Y00918",48,13,63
"7719","Y00919",0,0,0
"7720","Y00931",0,0,0
"7721","Y00936",0,0,0
"7722","Y00945",5,1,0
"7723","Y00949",0,0,0
"7724","Y00954",3,1,0
"7725","Y00955",38,23,53
"7726","Y00961",0,0,0
"7727","Y00963",0,0,0
"7728","Y00969",45,26,71
"7729","Y00972",9,2,3
"7730","Y00973",0,0,0
"7731","Y00982",5,5,3
"7732","Y00983",8,4,1
"7733","Y00984",43,34,67
"7734","Y00987",2,1,7
"7735","Y00988",12,9,3
"7736","Y00992",1,0,0
"7737","Y00993",3,5,2
"7738","Y00995",1,7,0
"7739","Y00996",22,6,31
"7740","Y00997",4,0,0
"7741","Y00999",29,19,53
"7742","Y01003",10,6,8
"7743","Y01007",0,0,0
"7744","Y01008",96,41,111
"7745","Y01010",0,0,0
"7746","Y01011",55,26,79
"7747","Y01013",2,0,0
"7748","Y01016",0,0,0
"7749","Y01025",8,2,0
"7750","Y01028",0,0,7
"7751","Y01031",14,11,13
"7752","Y01039",3,5,2
"7753","Y01040",0,0,0
"7754","Y01049",9,4,2
"7755","Y01050",32,19,51
"7756","Y01051",43,21,57
"7757","Y01052",9,1,5
"7758","Y01054",0,0,0
"7759","Y01057",10,9,11
"7760","Y01061",19,11,10
"7761","Y01063",1,0,2
"7762","Y01066",41,10,55
"7763","Y01067",0,0,0
"7764","Y01068",39,18,59
"7765","Y01069",8,4,0
"7766","Y01071",3,0,0
"7767","Y01075",3,1,0
"7768","Y01076",5,2,5
"7769","Y01077",2,1,2
"7770","Y01078",0,0,0
"7771","Y01083",14,9,14
"7772","Y01085",3,0,0
"7773","Y01086",15,6,16
"7774","Y01090",25,8,46
"7775","Y01096",0,0,1
"7776","Y01104",0,0,0
"7777","Y01106",0,0,0
"7778","Y01108",22,16,51
"7779","Y01112",0,0,0
"7780","Y01118",58,22,55
"7781","Y01120",0,0,0
"7782","Y01124",23,25,54
"7783","Y01126",17,4,5
"7784","Y01127",33,21,50
"7785","Y01128",1,4,1
"7786","Y01129",2,24,0
"7787","Y01130",0,0,0
"7788","Y01132",59,24,61
"7789","Y01133",0,0,3
"7790","Y01137",0,0,0
"7791","Y01138",6,6,4
"7792","Y01139",19,17,46
"7793","Y01141",1,0,1
"7794","Y01142",2,0,0
"7795","Y01162",0,0,21
"7796","Y01163",22,14,33
"7797","Y01165",40,17,48
"7798","Y01166",18,5,8
"7799","Y01168",0,0,0
"7800","Y01169",0,0,0
"7801","Y01173",17,11,14
"7802","Y01175",0,0,1
"7803","Y01176",14,5,1
"7804","Y01177",34,25,55
"7805","Y01184",0,0,0
"7806","Y01186",4,0,2
"7807","Y01187",0,1,2
"7808","Y01194",0,0,0
"7809","Y01195",1,1,0
"7810","Y01200",55,26,66
"7811","Y01206",32,15,35
"7812","Y01209",0,0,0
"7813","Y01215",1,0,0
"7814","Y01220",0,0,0
"7815","Y01221",29,11,44
"7816","Y01226",0,0,0
"7817","Y01231",15,4,2
"7818","Y01233",3,0,0
"7819","Y01236",0,0,0
"7820","Y01242",17,20,55
"7821","Y01243",2,2,4
"7822","Y01245",0,0,0
"7823","Y01247",1,0,0
"7824","Y01249",5,1,1
"7825","Y01253",1,0,0
"7826","Y01255",0,0,0
"7827","Y01258",0,0,0
"7828","Y01262",2,0,0
"7829","Y01263",0,0,0
"7830","Y01264",0,0,0
"7831","Y01267",0,0,0
"7832","Y01280",25,12,31
"7833","Y01281",35,22,45
"7834","Y01282",3,0,0
"7835","Y01285",7,0,0
"7836","Y01287",0,0,0
"7837","Y01291",62,28,71
"7838","Y01297",0,0,1
"7839","Y01298",1,0,0
"7840","Y01299",3,0,0
"7841","Y01303",7,2,1
"7842","Y01307",1,0,0
"7843","Y01310",0,0,0
"7844","Y01616",0,0,0
"7845","Y01632",0,0,0
"7846","Y01634",0,0,0
"7847","Y01640",0,0,0
"7848","Y01649",0,0,0
"7849","Y01652",61,23,79
"7850","Y01655",57,12,36
"7851","Y01660",17,11,16
"7852","Y01662",0,0,0
"7853","Y01663",0,0,0
"7854","Y01665",1,0,0
"7855","Y01666",0,0,0
"7856","Y01667",0,0,0
"7857","Y01673",0,0,0
"7858","Y01676",6,1,6
"7859","Y01685",0,1,0
"7860","Y01689",0,0,0
"7861","Y01692",1,0,0
"7862","Y01693",0,0,0
"7863","Y01694",0,0,0
"7864","Y01695",25,22,42
"7865","Y01696",0,1,0
"7866","Y01698",0,0,0
"7867","Y01699",0,0,0
"7868","Y01700",0,0,0
"7869","Y01701",0,0,0
"7870","Y01704",2,0,0
"7871","Y01705",0,0,0
"7872","Y01706",0,0,0
"7873","Y01709",0,0,0
"7874","Y01710",2,0,0
"7875","Y01716",1,2,0
"7876","Y01717",11,10,14
"7877","Y01719",40,19,50
"7878","Y01722",0,1,0
"7879","Y01723",0,0,0
"7880","Y01724",4,0,0
"7881","Y01725",0,0,14
"7882","Y01726",0,0,0
"7883","Y01728",0,0,0
"7884","Y01730",0,0,0
"7885","Y01731",0,0,0
"7886","Y01732",0,0,0
"7887","Y01734",3,0,0
"7888","Y01735",0,1,0
"7889","Y01742",0,0,0
"7890","Y01746",14,5,6
"7891","Y01747",1,0,0
"7892","Y01748",0,0,0
"7893","Y01749",0,3,0
"7894","Y01755",0,0,0
"7895","Y01756",35,37,71
"7896","Y01764",0,0,0
"7897","Y01765",6,0,0
"7898","Y01771",2,0,0
"7899","Y01776",0,0,0
"7900","Y01778",0,0,0
"7901","Y01784",0,0,0
"7902","Y01786",0,0,7
"7903","Y01788",0,0,0
"7904","Y01794",92,32,78
"7905","Y01795",19,10,53
"7906","Y01800",0,0,0
"7907","Y01801",1,0,0
"7908","Y01802",0,0,0
"7909","Y01803",2,0,0
"7910","Y01807",0,0,0
"7911","Y01810",2,2,2
"7912","Y01812",86,21,70
"7913","Y01815",10,3,2
"7914","Y01821",0,0,0
"7915","Y01834",2,0,0
"7916","Y01838",27,18,42
"7917","Y01839",36,19,49
"7918","Y01841",0,0,0
"7919","Y01844",0,0,0
"7920","Y01851",40,24,38
"7921","Y01852",0,0,0
"7922","Y01856",0,0,0
"7923","Y01859",0,0,0
"7924","Y01863",1,0,0
"7925","Y01866",10,6,7
"7926","Y01867",0,0,0
"7927","Y01882",0,1,0
"7928","Y01883",0,0,0
"7929","Y01884",1,1,0
"7930","Y01885",0,0,0
"7931","Y01889",0,0,0
"7932","Y01894",9,0,0
"7933","Y01897",17,12,12
"7934","Y01900",0,0,0
"7935","Y01908",0,0,0
"7936","Y01912",0,0,0
"7937","Y01914",0,0,0
"7938","Y01915",0,0,0
"7939","Y01920",6,1,0
"7940","Y01922",46,35,69
"7941","Y01924",18,7,9
"7942","Y01929",59,47,90
"7943","Y01931",1,0,0
"7944","Y01943",0,0,0
"7945","Y01948",32,18,28
"7946","Y01950",0,0,0
"7947","Y01951",0,0,1
"7948","Y01952",16,10,21
"7949","Y01953",4,0,6
"7950","Y01956",0,0,0
"7951","Y01957",1,0,0
"7952","Y01959",0,0,8
"7953","Y01960",0,0,0
"7954","Y01962",26,12,39
"7955","Y01964",35,12,41
"7956","Y01966",0,0,0
"7957","Y01968",7,0,0
"7958","Y01980",0,0,0
"7959","Y01981",0,0,0
"7960","Y01982",0,0,0
"7961","Y01992",0,0,1
"7962","Y01994",7,6,5
"7963","Y01998",0,0,0
"7964","Y02002",50,18,55
"7965","Y02004",0,0,0
"7966","Y02005",0,0,0
"7967","Y02011",1,0,0
"7968","Y02012",9,0,3
"7969","Y02016",0,0,0
"7970","Y02018",8,9,18
"7971","Y02025",1,0,0
"7972","Y02026",3,0,0
"7973","Y02028",0,0,2
"7974","Y02029",5,0,0
"7975","Y02030",0,0,0
"7976","Y02041",0,0,0
"7977","Y02045",4,2,0
"7978","Y02046",0,0,0
"7979","Y02049",0,0,1
"7980","Y02050",0,0,0
"7981","Y02056",0,0,0
"7982","Y02059",2,0,0
"7983","Y02064",12,7,7
"7984","Y02068",19,12,17
"7985","Y02070",0,0,0
"7986","Y02071",17,5,16
"7987","Y02077",11,5,10
"7988","Y02080",6,3,0
"7989","Y02081",16,12,3
"7990","Y02082",10,7,8
"7991","Y02083",0,0,0
"7992","Y02084",0,0,0
"7993","Y02085",0,0,0
"7994","Y02090",0,0,0
"7995","Y02092",0,0,0
"7996","Y02112",0,0,0
"7997","Y02115",7,4,3
"7998","Y02117",42,23,60
"7999","Y02119",0,0,0
"8000","Y02121",52,23,57
"8001","Y02128",2,2,1
"8002","Y02129",43,28,51
"8003","Y02132",0,0,0
"8004","Y02139",0,0,0
"8005","Y02146",0,0,0
"8006","Y02147",14,3,15
"8007","Y02148",0,0,0
"8008","Y02151",0,0,0
"8009","Y02155",0,0,0
"8010","Y02158",0,0,0
"8011","Y02162",22,23,32
"8012","Y02164",50,21,69
"8013","Y02167",0,2,2
"8014","Y02171",0,0,0
"8015","Y02175",1,0,0
"8016","Y02176",0,0,0
"8017","Y02177",38,17,54
"8018","Y02181",36,16,25
"8019","Y02182",6,1,7
"8020","Y02187",0,0,0
"8021","Y02188",0,0,24
"8022","Y02192",0,1,0
"8023","Y02193",0,0,0
"8024","Y02194",42,1,6
"8025","Y02197",0,0,0
"8026","Y02201",0,0,0
"8027","Y02202",0,0,0
"8028","Y02203",3,0,0
"8029","Y02204",20,15,20
"8030","Y02206",0,0,0
"8031","Y02208",0,0,0
"8032","Y02209",0,0,0
"8033","Y02210",4,2,4
"8034","Y02211",17,6,8
"8035","Y02212",30,20,39
"8036","Y02218",0,0,0
"8037","Y02222",20,20,48
"8038","Y02223",0,0,0
"8039","Y02226",0,0,0
"8040","Y02229",0,0,0
"8041","Y02230",0,0,0
"8042","Y02231",0,0,0
"8043","Y02232",0,0,0
"8044","Y02233",0,0,0
"8045","Y02234",0,0,0
"8046","Y02235",0,0,0
"8047","Y02240",0,0,0
"8048","Y02245",1,0,0
"8049","Y02247",1,0,1
"8050","Y02248",0,0,1
"8051","Y02250",1,0,0
"8052","Y02251",1,0,0
"8053","Y02252",0,0,0
"8054","Y02253",0,0,0
"8055","Y02256",1,0,0
"8056","Y02260",34,13,34
"8057","Y02262",0,0,0
"8058","Y02264",0,0,0
"8059","Y02265",1,3,4
"8060","Y02266",0,0,0
"8061","Y02274",32,27,52
"8062","Y02284",0,0,0
"8063","Y02286",5,2,0
"8064","Y02289",1,0,0
"8065","Y02291",7,0,0
"8066","Y02292",0,0,19
"8067","Y02295",0,0,0
"8068","Y02307",0,0,0
"8069","Y02310",0,0,0
"8070","Y02314",5,0,0
"8071","Y02315",5,0,0
"8072","Y02316",0,0,1
"8073","Y02318",0,0,0
"8074","Y02319",26,24,51
"8075","Y02321",48,33,53
"8076","Y02322",83,38,77
"8077","Y02325",34,22,55
"8078","Y02327",1,0,0
"8079","Y02330",6,3,4
"8080","Y02332",60,23,74
"8081","Y02333",0,0,0
"8082","Y02342",57,14,64
"8083","Y02344",45,27,59
"8084","Y02352",7,2,5
"8085","Y02354",76,48,80
"8086","Y02361",0,2,0
"8087","Y02364",2,0,0
"8088","Y02365",10,4,3
"8089","Y02370",0,0,0
"8090","Y02372",1,0,0
"8091","Y02373",0,0,0
"8092","Y02377",0,0,0
"8093","Y02378",39,31,67
"8094","Y02379",0,0,0
"8095","Y02382",0,1,0
"8096","Y02385",1,0,0
"8097","Y02387",0,1,0
"8098","Y02389",11,6,7
"8099","Y02390",14,7,5
"8100","Y02403",11,4,2
"8101","Y02404",15,8,24
"8102","Y02405",0,0,0
"8103","Y02408",0,0,0
"8104","Y02409",4,0,0
"8105","Y02414",45,29,46
"8106","Y02420",0,0,0
"8107","Y02421",14,16,37
"8108","Y02422",54,29,63
"8109","Y02423",95,35,107
"8110","Y02426",1,0,0
"8111","Y02428",11,6,2
"8112","Y02430",0,0,0
"8113","Y02431",0,0,0
"8114","Y02434",0,0,0
"8115","Y02437",0,0,0
"8116","Y02439",1,0,0
"8117","Y02441",0,0,0
"8118","Y02442",36,12,34
"8119","Y02450",0,1,0
"8120","Y02451",0,0,0
"8121","Y02453",0,0,0
"8122","Y02456",0,0,0
"8123","Y02458",0,0,0
"8124","Y02460",1,0,1
"8125","Y02461",33,28,55
"8126","Y02462",45,30,66
"8127","Y02463",41,12,43
"8128","Y02464",21,17,26
"8129","Y02465",0,0,2
"8130","Y02466",64,23,61
"8131","Y02468",0,0,0
"8132","Y02469",42,10,60
"8133","Y02470",10,2,1
"8134","Y02471",45,24,70
"8135","Y02474",0,0,0
"8136","Y02476",34,19,54
"8137","Y02477",32,13,44
"8138","Y02478",0,0,0
"8139","Y02482",0,0,0
"8140","Y02483",51,25,54
"8141","Y02489",0,0,0
"8142","Y02490",3,0,0
"8143","Y02492",6,0,3
"8144","Y02494",21,22,34
"8145","Y02495",23,9,35
"8146","Y02496",10,3,2
"8147","Y02499",16,11,27
"8148","Y02501",26,14,38
"8149","Y02504",4,1,0
"8150","Y02506",48,29,76
"8151","Y02507",0,0,0
"8152","Y02508",1,1,0
"8153","Y02509",26,15,34
"8154","Y02510",38,27,50
"8155","Y02511",53,23,34
"8156","Y02512",28,18,40
"8157","Y02515",0,1,0
"8158","Y02516",24,6,11
"8159","Y02517",75,33,83
"8160","Y02519",39,37,50
"8161","Y02520",46,27,65
"8162","Y02521",78,32,74
"8163","Y02522",14,5,0
"8164","Y02523",11,1,0
"8165","Y02525",12,6,14
"8166","Y02526",47,21,53
"8167","Y02527",0,0,0
"8168","Y02528",3,0,0
"8169","Y02530",0,0,0
"8170","Y02532",6,4,0
"8171","Y02533",4,1,0
"8172","Y02546",0,0,0
"8173","Y02548",0,0,0
"8174","Y02549",4,9,19
"8175","Y02551",0,0,1
"8176","Y02554",1,0,0
"8177","Y02555",0,0,0
"8178","Y02557",1,1,1
"8179","Y02559",0,1,0
"8180","Y02561",0,0,0
"8181","Y02563",0,2,0
"8182","Y02564",0,0,0
"8183","Y02565",9,2,10
"8184","Y02566",1,2,3
"8185","Y02567",52,24,57
"8186","Y02568",17,11,30
"8187","Y02569",8,19,23
"8188","Y02570",30,25,47
"8189","Y02571",81,18,55
"8190","Y02572",46,24,64
"8191","Y02573",0,0,0
"8192","Y02575",30,17,41
"8193","Y02578",27,12,44
"8194","Y02581",32,25,39
"8195","Y02583",76,30,70
"8196","Y02584",11,5,24
"8197","Y02585",28,8,35
"8198","Y02586",25,17,60
"8199","Y02589",26,20,45
"8200","Y02591",8,5,9
"8201","Y02594",19,19,47
"8202","Y02595",12,4,0
"8203","Y02596",23,14,29
"8204","Y02597",26,14,45
"8205","Y02598",0,0,0
"8206","Y02603",0,0,0
"8207","Y02604",0,0,0
"8208","Y02605",38,26,38
"8209","Y02606",40,29,48
"8210","Y02609",0,0,0
"8211","Y02610",38,26,51
"8212","Y02611",28,11,22
"8213","Y02614",25,20,30
"8214","Y02615",26,17,15
"8215","Y02616",4,1,0
"8216","Y02617",7,4,2
"8217","Y02619",0,0,0
"8218","Y02620",42,15,50
"8219","Y02621",0,0,0
"8220","Y02622",19,12,48
"8221","Y02624",40,25,52
"8222","Y02625",48,24,36
"8223","Y02626",39,27,59
"8224","Y02627",60,38,57
"8225","Y02628",7,3,0
"8226","Y02629",0,1,0
"8227","Y02633",34,23,42
"8228","Y02636",42,11,46
"8229","Y02637",0,0,0
"8230","Y02638",19,12,16
"8231","Y02639",62,18,49
"8232","Y02644",22,12,26
"8233","Y02645",2,0,0
"8234","Y02646",41,25,58
"8235","Y02648",3,3,8
"8236","Y02650",15,12,19
"8237","Y02652",12,4,10
"8238","Y02653",28,36,63
"8239","Y02656",42,29,57
"8240","Y02657",43,24,46
"8241","Y02658",25,5,8
"8242","Y02660",37,16,46
"8243","Y02661",0,0,0
"8244","Y02662",44,31,52
"8245","Y02663",29,24,53
"8246","Y02666",9,4,5
"8247","Y02669",21,24,52
"8248","Y02670",0,0,0
"8249","Y02671",51,25,79
"8250","Y02672",33,14,57
"8251","Y02674",10,7,15
"8252","Y02676",13,15,25
"8253","Y02677",0,0,0
"8254","Y02680",0,0,0
"8255","Y02684",38,24,47
"8256","Y02686",18,12,32
"8257","Y02688",25,17,51
"8258","Y02689",0,0,0
"8259","Y02692",24,7,52
"8260","Y02694",6,0,0
"8261","Y02696",11,8,6
"8262","Y02701",58,31,71
"8263","Y02704",31,20,56
"8264","Y02707",59,32,65
"8265","Y02710",22,10,40
"8266","Y02711",29,16,31
"8267","Y02713",21,25,48
"8268","Y02718",27,23,47
"8269","Y02720",26,24,37
"8270","Y02721",29,17,50
"8271","Y02722",0,0,0
"8272","Y02724",4,4,7
"8273","Y02728",0,12,0
"8274","Y02729",0,0,0
"8275","Y02730",0,0,0
"8276","Y02735",47,25,55
"8277","Y02736",51,15,48
"8278","Y02738",4,4,26
"8279","Y02743",0,2,0
"8280","Y02747",66,28,83
"8281","Y02751",39,15,51
"8282","Y02753",55,34,64
"8283","Y02754",27,16,50
"8284","Y02755",53,25,49
"8285","Y02757",24,18,44
"8286","Y02758",12,9,6
"8287","Y02759",6,0,0
"8288","Y02764",1,0,0
"8289","Y02765",0,0,0
"8290","Y02766",7,4,15
"8291","Y02767",31,18,57
"8292","Y02769",34,16,62
"8293","Y02770",0,0,0
"8294","Y02771",2,0,0
"8295","Y02774",0,0,0
"8296","Y02778",31,19,42
"8297","Y02781",0,0,0
"8298","Y02785",4,0,0
"8299","Y02787",41,21,40
"8300","Y02790",38,20,58
"8301","Y02792",1,0,0
"8302","Y02794",58,19,66
"8303","Y02795",2,2,0
"8304","Y02796",0,0,0
"8305","Y02801",10,4,0
"8306","Y02804",0,2,1
"8307","Y02806",0,0,0
"8308","Y02807",43,25,63
"8309","Y02808",12,7,10
"8310","Y02809",0,0,0
"8311","Y02811",42,24,57
"8312","Y02812",44,14,52
"8313","Y02815",29,12,21
"8314","Y02816",17,18,41
"8315","Y02823",22,11,33
"8316","Y02824",18,9,33
"8317","Y02826",55,28,67
"8318","Y02827",38,22,59
"8319","Y02833",5,12,25
"8320","Y02837",8,4,1
"8321","Y02838",33,21,45
"8322","Y02842",22,13,40
"8323","Y02843",0,0,0
"8324","Y02845",0,0,0
"8325","Y02846",14,7,26
"8326","Y02847",31,12,34
"8327","Y02848",0,0,0
"8328","Y02849",16,14,41
"8329","Y02851",0,0,0
"8330","Y02854",16,10,15
"8331","Y02859",0,0,0
"8332","Y02860",3,1,2
"8333","Y02861",0,0,0
"8334","Y02863",2,0,0
"8335","Y02867",41,22,50
"8336","Y02868",57,23,38
"8337","Y02869",0,1,2
"8338","Y02870",2,1,0
"8339","Y02873",8,6,2
"8340","Y02875",28,16,42
"8341","Y02879",1,0,0
"8342","Y02881",0,0,4
"8343","Y02883",0,0,0
"8344","Y02884",21,16,34
"8345","Y02885",39,20,32
"8346","Y02886",16,18,39
"8347","Y02887",16,8,23
"8348","Y02888",0,0,0
"8349","Y02889",11,5,0
"8350","Y02890",43,13,57
"8351","Y02893",69,41,87
"8352","Y02896",24,18,36
"8353","Y02898",0,1,0
"8354","Y02900",53,19,54
"8355","Y02901",0,0,0
"8356","Y02902",10,4,8
"8357","Y02906",27,13,43
"8358","Y02907",0,0,0
"8359","Y02908",0,0,0
"8360","Y02916",0,0,0
"8361","Y02917",0,0,0
"8362","Y02928",34,18,60
"8363","Y02929",0,0,0
"8364","Y02931",1,1,0
"8365","Y02933",25,21,45
"8366","Y02935",0,0,0
"8367","Y02936",18,16,39
"8368","Y02937",0,0,0
"8369","Y02943",0,0,0
"8370","Y02945",0,0,0
"8371","Y02946",17,12,42
"8372","Y02947",0,0,0
"8373","Y02952",0,0,0
"8374","Y02953",0,0,0
"8375","Y02954",0,0,0
"8376","Y02957",16,8,30
"8377","Y02960",43,12,72
"8378","Y02961",34,17,56
"8379","Y02962",26,18,36
"8380","Y02968",36,17,54
"8381","Y02973",36,21,45
"8382","Y02974",60,21,64
"8383","Y02978",2,2,0
"8384","Y02986",23,5,33
"8385","Y02987",84,22,58
"8386","Y02989",7,3,8
"8387","Y02991",16,6,13
"8388","Y02992",0,1,0
"8389","Y02993",0,0,0
"8390","Y02994",2,1,0
"8391","Y02997",1,1,0
"8392","Y02999",0,1,0
"8393","Y03002",0,0,13
"8394","Y03003",0,0,1
"8395","Y03004",0,0,0
